title,url,synopsis,genre,country,year
멍뭉이,https://pedia.watcha.com/ko-KR/contents/mW9pr0Z,"""'루니'의 새 집사를 찾아라!"" 동생 같은 반려견 ‘루니’를 위해 정시 퇴근에 진심인 ‘민수’ 결혼을 앞둔 그에게 닥친 견주 인생 조기 로그아웃 위기! 야심 차게 오픈한 카페는 말아먹고 인생 자체가 위기인 사촌형 '진국', '민수'의 다급한 SOS에 고심하다 새 집사 면접을 제안하게 되고. 완벽한 집사를 찾기 위해 제주도로 향하는 두 형제의 여정에 느닷없는 멍뭉이들의 등장이 이어지는데! 뜻밖의 ‘견’명적인 만남 함께 하면 개신나고! 개따뜻한! 개귀엽 버라이어티 무비!",드라마/코미디,한국,2022
다음 소희,https://pedia.watcha.com/ko-KR/contents/mdB7NpA,"“나 이제 사무직 여직원이다?” 춤을 좋아하는 씩씩한 열여덟 고등학생 소희. 졸업을 앞두고 현장실습을 나가게 되면서 점차 변하기 시작한다. “막을 수 있었잖아. 근데 왜 보고만 있었냐고” 오랜만에 복직한 형사 유진. 사건을 조사하던 중, 새로운 사실을 발견하고 그 자취를 쫓는다. 같은 공간 다른 시간, 언젠가 마주쳤던 두 사람의 이야기. 우리는 모두 그 애를 만난 적이 있다.",드라마,한국,2022
마루이 비디오,https://pedia.watcha.com/ko-KR/contents/m5NnvD8,국내에서 일어난 사건 영상 중 그 수위가 높아 외부로 유출되면 안 되는 영상물 '마루이 비디오'. 검찰청 지하 보관소에 봉인된 비디오에 대한 소문을 들은 김수찬 PD는 이를 입수해 다큐멘터리를 제작하기로 하는데… 영상 속에 담긴 1992년 동성장 여관방 살인사건과 1987년 아미동 일가족 살인사건의 진실은 과연 무엇인가?,공포/미스터리,한국,2020
첫번째 아이,https://pedia.watcha.com/ko-KR/contents/md6l8YK,"첫 아이가 태어나고 일 년 후 ‘정아’는 회사에 복직한다. 사회초년생 ‘지현’은 계약 연장을 위해 ‘정아’의 자리를 꿰차려 하고 타지에서 가족의 생계를 책임져야 하는 ‘화자’는 ‘정아’의 첫번째 아이를 돌보게 된다. 그러던 어느 날, ‘정아’는 아이가 사라졌다는 연락을 받고 세 여자는 ‘정아’의 첫 아이로 얽히고 설킨다. 여자들에게 아이는 문제일까? 답일까? 모두가 풀고 싶은 그녀들의 딜레마를 만난다.",드라마,한국,2021
거래완료,https://pedia.watcha.com/ko-KR/contents/m5Nn3VY,"중고 거래 앱에 올라온 다섯 개의 물건, 다섯 명의 판매자와 다섯 명의 구매자, 그리고 이들의 거래를 기록하는 한 명의 작가. 꿈과 희망, 추억도 직거래가 되나요? 다섯 개의 물건을 둘러싼 예측불허의 모험이 지금 시작됩니다 10월 6일, 거래개시!",드라마,한국,2021
황색바람,https://pedia.watcha.com/ko-KR/contents/mdMgMg4,"<황색바람>은 탈북정착지원 사무소 하나원부터 함경북도 출신 20-30대 탈북자들의 교회생활과 대학생활, TV출연과 해외인턴쉽까지 새로운 환경에 적응하기 위한 탈북자들의 모습을 관찰한다. 또한 북한 인권을 위해 싸우며 남한의 자본주의에 익숙해지고 있는 탈북자들과 자본주의 삶의 어두운 단면을 얘기하는 탈북자들의 이야기에 귀를 기울인다. 이들과의 만남은 북한과 탈북자에 대하여 좀 더 넓은 시각을 가지고, 우리가 살고 있는 사회를 돌아보는 계기가 된다. [2016년 제8회 DMZ국제다큐영화제]",다큐멘터리,한국,2016
"열여덟, 어른이 되는 나이",https://pedia.watcha.com/ko-KR/contents/mObVB6z,"""나한테 별로 고마워하지 않아도 돼요"" 까칠한 어른 윤서 ""한 번 쯤은 자기를 믿어주는 사람이 있으면 좋잖아요"" 꿈 없는 청년 수찬 시청 정기간행물의 인터뷰어 '윤서'에게 사람의 온기는 한여름의 습하고 불쾌한 더위 같은 것. 그러던 어느 날, 청년 배달원 '수찬'과 실랑이를 벌이고 만다. 이후 인터뷰 자리에서 우연찮게 다시 만나게 되는데... 윤서와 수찬, 두 사람의 불편한 만남은 조금씩 서로를 건드린다.",드라마,한국,2022
성인식,https://pedia.watcha.com/ko-KR/contents/m5aVg3p,"29세의 서울 소재 대학생, 백설은 최근 정규직 전환에 실패한 뒤 대학원 진학을 고민하고 있다. 그러던 차에 갑자기 대구에서 엄마, 해숙이 백설을 찾아와서는 느닷없이 자기 인생을 찾으러 혼자 세계여행을 떠날 것이라고 선언한다. 그리고 뒤이어 앞으로는 경제적 지원을 해주지 않겠다고 냉정하게 선을 긋는 해숙. 이에 당황한 백설은 아직 경제적 능력도 없고 해숙에게서 독립할 준비가 안 됐다고 따져보지만 해숙은 엄마가 아닌 다른 사람처럼 행동하기 시작한다. [제20회 정동진독립영화제]",단편/드라마,한국,2018
소와 함께 여행하는 법,https://pedia.watcha.com/ko-KR/contents/mW92EKO,"두고 보세요! 내가 이 소 팔아버릴 테니까! 귀향해서 농사를 지으며 시를 쓰고 있는 선호(김영필). 농촌 생활에 불만이 가득하던 선호는 부모님이 애지중지하는 소 ‘한수’를 팔기 위해 길을 떠난다. 우시장에 갔지만 마땅치 않은 가격 때문에 소를 팔지 못한 선호에게 7년 전 헤어진 옛 애인 현수(공효진)의 전화가 걸려온다. 넌 아직도 내가 용서가 안되니? 현수는 그녀의 남편이자 선호의 친구였던 민규의 죽음을 알리며 장례식장에 와달라고 하고, 선호는 혼란스러운 감정에 휩싸인다. 아직도 상처가 남아 있는 선호와 달리 여전히 담담하고 자유로운 모습의 현수. 결국 선호는 가는 곳 마다 나타나는 옛 애인 현수와 자신의 답답한 속사정도 모른 채 되새김질만 하는 소와 함께 여행을 시작하게 되는데... 그들의 사연 많은 7박 8일 여행이 시작된다!",드라마,한국,2010
교섭,https://pedia.watcha.com/ko-KR/contents/m5r3ol7,"“어떤 경우라도 희생자를 안 만드는 게 이 협상의 기조 아닙니까?” 분쟁지역 아프가니스탄에서 한국인들이 탈레반에게 납치되는 최악의 피랍사건이 발생한다. 교섭 전문이지만 아프가니스탄은 처음인 외교관 재호(황정민)가 현지로 향하고,국정원 요원 대식(현빈)을 만난다. 원칙이 뚜렷한 외교관과 현지 사정에 능통한 국정원 요원. 입장도 방법도 다르지만, 두 사람은 인질을 살려야 한다는 목표를 향해 함께 나아간다. 살해 시한은 다가오고, 협상 상대, 조건 등이 시시각각 변하는 상황에서 교섭의 성공 가능성은 점점 희박해져 가는데...",범죄/액션,한국,2022
스위치,https://pedia.watcha.com/ko-KR/contents/md7Yzyv,"하룻밤 사이, 인생이 180도 뒤집어졌다! 캐스팅 0순위 천만배우이자 자타공인 최고의 스캔들 메이커 ‘박강’. 화려한 싱글 라이프를 만끽하고 있지만, 정작 크리스마스이브에 끌어안을 것이라고는 연말 시상식 트로피뿐. 유일한 친구이자 뒤처리 전문 매니저 ‘조윤’을 붙잡아 거하게 한잔하고 택시를 잡아탄다. 다음날 아침, 낯선 집에서 깨어난 박강에게 생전 처음 보는 꼬맹이 둘이 안겨오고, 성공을 위해 이별했던 첫사랑 수현이 잔소리를 폭격하며 등짝 스매싱을 날리는 것이 아닌가? 게다가 매니저 조윤이 천만배우가 되어 그가 있어야 할 톱스타의 자리를 꿰차고 있는데… 이게 무슨 황당한 시추에이션?! 180도 뒤집어진 인생에 속이 뒤집어지는 ‘박강’은 불현듯, 지난밤 택시 기사가 무심코 건넨 한마디가 떠오르는데… “만약에 선택을 바꿀 기회가 생긴다면, 어떻게 하시겠어요?”",코미디/판타지,한국,2021
관계의 일변,https://pedia.watcha.com/ko-KR/contents/mWpbwg4,"간극 : 경람과 진훈은 주목받는 신인 독립영화 감독과 배우이다. 친밀해 보이지만 서로에게 묘한 질투심을 느끼는 이 두 남자 앞에, 인터뷰를 위해 민서가 나타난다. 어설프지만 매력적인 민서를 사이에 두고 경람과 진훈이 경쟁하기 시작한다. 급한사람들 : 여느날과 같은 하루에 지루해하는 편의점 점장 중석. 그런 그의 편의점에 느닷없이 강도가 들이닥친다. 이런 때를 위해 본사에서 큰소리치며 홍보한 보안 시스템을 드디어 활용할 때다. 반드시 10분 안에 도착한다는 보안 요원과 10분만 버티자는 중석. 과연 무사할 수 있을까? 노웨어 : 말을 하지 못하는 기타리스트 진철과 앞을 보지 못하는 가수 소은. 이 둘은 어떤 이유에선지 검은 정장의 남자들에게 쫓기며 정처없이 돌아다닌다. 터치드 : 강력계 형사인 현석은 사물을 만지면 그 기억을 읽을 수 있는 특별한 능력을 가지고 있다. 어김없이 살인사건에 호출된 그는 이번 사건의 피해자가 평소 안면이 있던 시연이라는 사실을 알게 된다. 이후 현석은 수사를 위해 그녀의 기억을 읽기 시작하는데…",드라마,한국,2022
시인의 사랑,https://pedia.watcha.com/ko-KR/contents/m5rQ1lm,"제주도에서 나고 자란 마흔 살의 시인은 시를 쓰는 재능도, 먹고 살 돈도, 심지어 정자마저도 없다. 그리고 시인의 곁에는 무능한 남편을 구박하면서도 세상에서 그를 제일 아끼고 사랑하는 아내가 있다. 팍팍한 현실에서도 진짜 시를 쓰는 일이 뭘까 매일 고민하는 시인, 그리고 아이를 간절히 원하는 아내 앞에 어느 날 파도처럼 위태로운 소년이 나타나고, 시인은 알 수 없는 감정에 휩싸이는데... 그 사람 생각이 자꾸만 나서요.",드라마,한국,2017
장마,https://pedia.watcha.com/ko-KR/contents/mO07JwR,이 영화는 특별하다. 탈북자에 대한 영화들은 적지 않게 만들어졌다. 하지만 북송 가족 탈북자에 대한 이야기를 만나긴 쉽지 않다. <장마>는 북한이 지상낙원이라는 조총련(재일본조선인총련합회)의 선전에 속아 일본 니가타항에서 만경봉호를 탔던 북송 가족 탈북자를 다룬다.,다큐멘터리,한국,2019
삽질,https://pedia.watcha.com/ko-KR/contents/m5DPDv1,"잘 살게 해주겠다는 새빨간 거짓말 “4대강 죽이는데 22조 밖에 안 들었습니다!” 세계 어디에도 유례없는 ‘삽질’ 사업 대국민 뒤통수 프로젝트. 대운하를 4대강 살리기로 둔갑시켜 대한민국을 속인 희대의 사기극. 정부가 기획하고 언론이 참여하고 건설 업체가 판 벌린 총 판돈 22조 2000억 원의 도박판. 금강, 영산강, 한강, 낙동강에 나타난 녹조라떼, 60만 물고기 떼죽음, 괴생물체... 4대강 사업으로 돈 잔치가 펼쳐지는 동안 강은 죽어가고 있었다.",다큐멘터리,한국,2018
우리는 썰매를 탄다,https://pedia.watcha.com/ko-KR/contents/mW4LLpP,"“썰매 위에서 가장 행복한 나는 대한민국 국가대표 입니다” 스케이트 대신 썰매를 타는 아이스하키 선수들, 바로 ‘파라 아이스하키’ 국가대표 선수들이다. 국내 등록 선수는 단 40명, 저마다의 아픈 사연과 장애를 지녔지만 빙판 위에서 그들은 가장 행복하다. 열악한 훈련 환경 속에서 실업팀 창단 3년 만에 세계 선수권 대회 진출권을 따낸 선수들은 2012년 세계선수권대회에서 은메달을 수상하며 누구도 예상하지 못했던 기적의 드라마를 써 내려 가는데…",스포츠/다큐멘터리,한국,2014
개들의 전쟁,https://pedia.watcha.com/ko-KR/contents/mOkg0kO,"터미널 앞 다방을 아지트 삼아 어깨에 힘주고 다니며 한적한 시골 마을을 주름잡는 상근 패거리. 이들에겐 세상 전부나 다름 없었던 동네를 차지했던 영광의 시절도 잠시, 형님 세일의 갑작스런 귀환으로 2년 전 굴욕과 복종의 어두운 기억이 다시금 현실이 된다. 빠따맞던 과거로는 죽어도 돌아가고 싶지 않지만 아직 형님이 두려운 상근 패거리. 짖을 순 있어도 물기 쉽지 않았던 ‘개들’은 자존심과 의리를 지키기 위해 선택한 마지막 전쟁에서 성난 이빨을 드러낼 수 있을까?",액션/드라마/코미디,한국,2012
날아라 펭귄,https://pedia.watcha.com/ko-KR/contents/my5YNRW,"9살 승윤의 교육을 위해 최선을 다하고 싶은 승윤엄마, 또래의 다른 아이들을 보면 어쩌면 승윤이를 지금 보다 더 많은 학원에 보내야 하는 게 아닌가 고민된다. 아직 어린 아들을 지나치게 몰아세우는 아내가 못마땅한 승윤아빠도 가끔씩 승윤이와 놀아주는 것 외에는 특별한 방법이 없는 현실이 갑갑하다. 채식인에 술은 입에도 못 대는 신입사원 주훈에게 자신을 유별나다고 생각하는 선배들과의 회사생활은 그리 만만치 않다. 화끈한 성격으로 선배들과 잘 어울리던 주훈의 입사동기, 미선도 회사복도에서 흡연을 들킨 이후 선배들과의 관계가 예전 같지 않다. 아이들과 아내 없는 일상이 서글프지만 그들을 위해 쓸쓸히 빈집을 지키는 기러기 아빠 권과장. 가끔은 너무 외롭기도 하지만 우연히 만난 딸의 친구로부터 부럽다는 말을 들으면, 아이들을 위해 자신이 더 참아야 한다고 생각하며 오늘도 힘을 낸다. 늦은 나이 큰 용기를 가지고 운전면허를 따온 날, 차를 팔아버린 남편을 보며 더 이상 권위적이기만한 남편을 받아들일 수 없다고 결심한 송여사. 그녀의 이혼요구에 당황스럽고 또 혼자 살아갈 일이 걱정도 되는 권선생. 그렇다고 50년 넘게 지켜온 자존심을 쉽게 꺾을 수는 없다. 우리 주위에서 쉽게 볼 수 있는 인물들의 이야기를 공감할 수 있게 그려내며, 차이를 다름으로 인정할 수 있는 사회를 소망하는 영화 <날아라 펭귄>은 우리 모두의 오늘의 문제를 따스한 시선과 유쾌한 웃음으로 그려낸다.",드라마,한국,2009
허브,https://pedia.watcha.com/ko-KR/contents/mXOgLMd,"스무살 차상은. 이쁘고, 착하고, 종이접기의 비상한 재주도 있다. 게다가 사랑하는 가족과 친구들도 있다. 그러나 그녀에게는 비밀이 있었으니...바로 영원히 일곱 살의 지능이라는 것. ‘정신지체 3급‘이라는 ’지각생‘으로 세상을 배워가는 상은이. 주민등록증을 발급받고 즐거워하지만 아직 그녀는 모르는 게 너무 많다! 동화 속 공주 매니아인 상은은 왕자님을 만나는 것이 소원이다. 어느날 거대한 머리의 포돌이 인형 옷 속에서 찬란한 미소와 함께 등장한 교통의경 종범을 본 후, 그가 ‘야수’에서 마법이 풀린 왕자님이라고 확신하는데...",드라마,한국,2006
아버지를 찾아서,https://pedia.watcha.com/ko-KR/contents/m5DGPD1,"그 시절, 가난에 허우적거리며 꿈과 희망을 품었던 우리의 아버지들도 취업난에 허덕였고 돈 한 푼에 아쉬워하며 청춘을 시작했다. 하지만 그들에게는 그 시간이 유토피아 같았다고 한다. 워크 애니멀이라고 불렸지만 가족을 위해 그렇게 일해야만 살맛 나던 세상이었다고 자랑스럽게 얘기하는 그들. 모든 걸 바쳐 일하고 살아왔던 우리 아버지들의 치열한 청춘의 고백이자 회고록과도 같은 영화.",다큐멘터리,한국,2018
새는 폐곡선을 그린다,https://pedia.watcha.com/ko-KR/contents/m5XwwNd,"지방대 영화과 교수인 ‘김’. 학생들에게 영화란 자신의 이상을 펼쳐보이는 무대라고 가르치지만 현실은 꿈만 꾸게 내버려두지 않는다. 영화과 졸업 후 막막한 현실과 부딪쳐야 할 학생들 앞에서 가르치는 일도, 영화만드는 일도 자신을 무겁게 만들기만 한다. 그런 ‘김’에게 영희는 휴식처같은 존재. 구속하지 않는 관계가 지속될 것 같았으나 영희가 가족에게 ‘김’을 애인으로 소개시키길 원하자 ‘김’은 이런 상황들이 부담스러워진다. 영희의 고향집으로 가는 내내 지리한 싸움을 하던 ‘김’은 여관방에 영희를 홀로 남겨둔채 돌아와 버린다. 영화도 사랑도 자신을 구원하지 못하는 현실에서 ‘김’은 어릴적부터 어렴풋하게 기억 속에 자리잡고 있는 ‘새’를 떠올린다. 현실을 벗어날 수 있는 유일한 수단인 양, 새의 이미지에 집착하는 ‘김’. 어린시절 새와 가장 가까이 있던 주남저수지 근처를 다시 찾지만, 새는 사라지고 낡은 건물만 삭막하게 남아있다. 쓸쓸히 발길을 돌리는 ‘김’은 영희에게 다시 전화를 건다. “새들도... 자기가 그린 지도에 따라 움직이는 거야...”",드라마,한국,1999
영화감독 노동주,https://pedia.watcha.com/ko-KR/contents/m5Zl0wV,"“사랑에 대한 힘이, 힘에 대한 사랑을 능가할 때세계 평화가 온다고 믿고 있습니다“ 시각이 단절된 채 시각적인 예술인 영화에 도전하는 `노동주` 감독, 그가 도전하는건 세상의 편견과 장벽들이다. 인간 노동주의 삶과 감독 노동주의 영화 제작기를 통해 바라본 우리 사회의 편견과 시선은 어떤 모습일까?",다큐멘터리,한국,2021
검은 땅의 소녀와,https://pedia.watcha.com/ko-KR/contents/m5xJrrO,"강원도의 폐광촌을 배경으로 한 가족의 삶을 담는 작품. 진폐증에 걸린 아버지와 11살짜리 장애인 아들, 9살 딸이 주인공. 암울하지만 희망을 잃지 않는 가족의 이야기를 소녀의 시점으로 그린다. 영림은(9)은 강원도 작은 탄고아촌의 허름한 사택에서 정신지체아인 오빠 동구(11)와 아빠 해곤(45)과 함께 살고 있다. 예전의 윤택함을 잃어버린 탄광촌은 활기란 찾아 볼 수 없는 곳이 되어...",드라마,한국,2007
윤슬은 언제나 반짝,https://pedia.watcha.com/ko-KR/contents/m53mlpy,"소희는 타인의 시선에 대한 다큐멘터리를 찍기 위해 학교를 휴학한다. 이후 가장 쉽게 타인을 만날 수 있는 제주 게스트 하우스에서 일을 시작하지만, 예상치 못한 사건으로 3주 만에 제주를 떠나 부산으로 향한다.",다큐멘터리/단편,한국,2019
남매 보존의 법칙,https://pedia.watcha.com/ko-KR/contents/mdKpDX1,윤준은 가족 몰래 휴학을 하고 자취를 하며 자신만의 인생을 즐기고 있다. 그러던 중 누나가 연락도 없이 불쑥 찾아오고 윤준의 방을 망치기 시작한다. 이 와중에 고장난 세탁기가 돌아가고 층간소음으로 아랫층 남자마저 찾아온다. 윤준은 어떻게 해쳐나갈까?,단편,한국,2018
젠틀맨,https://pedia.watcha.com/ko-KR/contents/mWz37qZ,"""지금 제가 검사인 상황…인 거죠?"" 의뢰받은 사건은 100% 처리하는 흥신소 사장 '지현수'. 의뢰인과 함께 강아지를 찾기 위해 간 어느 펜션에서 괴한의 습격을 받고 쓰러진다. 끊어진 기억, 사라진 의뢰인. 정신을 차려보니 졸지에 납치 사건 용의자로 몰려버렸다. 꼼짝없이 체포되던 중 차 전복사고 후 검사로 오해받은 '지현수'는 실종된 의뢰인을 찾기 위해 검사로 위장해 수사를 시작한다. ""수사 방식이 남다르시네요? 검사답지 않게"" 검사들의 검사, 일명 감찰부 미친 X '김화진'. 하늘 높은 줄 모르던 그가 좌천의 쓴맛을 보며 지내던 어느 날, 한 납치 사건을 조사하던 중 검사 행세를 하는 '지현수'와 만나게 된다. 단순한 납치로 여겼던 사건이 자신을 물 먹인 로펌 재벌 '권도훈'과 관련되어 있음을 알게 된다. ""나쁜 놈 잡는데 불법, 합법이 어딨습니까? 잡으면 장땡이지"" 누명을 벗고자 하는 '지현수'와 '권도훈'을 잡고 싶은 '김화진', 각자의 목표를 위해 손을 잡게 된 두 사람은 거대 로펌 재벌의 추악한 범죄를 파헤치다 전혀 뜻밖의 상황을 맞이하게 되는데... 작전은 완벽하게, 수사는 젠틀하게! 고품격 범죄 오락이 펼쳐진다!",범죄/스릴러/미스터리/드라마,한국,2021
미운 오리 새끼,https://pedia.watcha.com/ko-KR/contents/m5xEb3W,"전직 사진기자 출신에 고문의 후유증으로 정신 줄을 놓은 아버지, 그 때문에 미국으로 떠나버린 어머니… 집안 사정 때문에 멀쩡한 23살 ‘낙만’은 6시에 칼 퇴근하는 6개월 방위, 일명 신의 아들 ‘육방’으로 입대하게 된다. ‘낙만’은 이발병으로 입대 했지만 그가 하는 일은 사진 찍기, 바둑 두기, 변소 청소, 거기에 헌병 대신 영창근무까지 서는 일당 백, 잡병으로 취급 당한다. 그리고 그 와중에 별별 희한한 감방 수감자들을 만나게 된다. 과연 미운 오리 새끼 ‘낙만’은 무사히 전역 할 수 있을까?",드라마/코미디,한국,2012
수리세,https://pedia.watcha.com/ko-KR/contents/mWyJKgV,전남 구례에서 있었던 농민들의 수세현물납부 투쟁을 영화화. 제작진은 투쟁 현장에 가서 그곳 농민들의 인터뷰와 사건의 재현 등을 통해 사건을 재구성하여 다큐멘터리로 제작했다. [제21회 부천국제판타스틱영화제] [제43회 서울독립영화제],다큐멘터리,한국,1984
버블 패밀리,https://pedia.watcha.com/ko-KR/contents/mdKBMX1,"영원히 부자일 거 같던 우리 집은, 망했다. 순식간에 고층 건물이 올라가던 1980년대, 소규모 건설업, 소위 '집장사'를 하던 나의 부모님은 도시 개발의 붐을 타고 ‘중산층’ 대열에 합류했다. 하지만 IMF 외환위기 이후 모든 것이 거품처럼 사라졌다. 한 방 터뜨려 재기하겠다는 부모님은 15년 째 월세 집에서 탈출하지 못하고 대책 없는 부모님이 미웠던 나는 집을 떠났다. 순식간에 삶의 터전이 사라지는 2010년대, 어느 날, 비가 새는 월세집에 살던 내게 부모님의 월세집이 원룸으로 재건축될 예정이라는 소식이 전해져오고 노심초사하는 나와 달리 부모님은 기약 없어 보이는 부동산 투자에만 관심을 보인다. 거품이 꺼져도 결코 지지 않는 욕망의 도시 서울 잠실의 아파트 왕국에서 무너지는 월세집까지 마가네 세 식구의 롤러코스터같은 거주기가 펼쳐진다!",다큐멘터리,한국,2017
577 프로젝트,https://pedia.watcha.com/ko-KR/contents/mOb0Mz5,말 한 마디 잘못해서 국토대장정을 해야만 했던 하대세 하정우. 하정우의 물귀신 작전에 낚여버린 국민 공블리 공효진. 16명의 배우들과 함께 떠나는 서울부터 해남까지 577km. 얼떨결에 내뱉은 말 한마디로 장장 577km를 걷게 되어버린 공효진 하정우의 순도 200% 리얼 무비가 시작된다!,다큐멘터리,한국,2012
전투왕,https://pedia.watcha.com/ko-KR/contents/md7YpQN,1980년 광주 5.18 민주화 운동. 평화적인 시위 군중을 학살하며 쿠데타로 정권을 잡은 전두환 정권. 사회 각계에서 저마다의 방식으로 군부독재와의 싸움을 이어온 인물들. 그리고 30년 넘게 취재해온 이상호 기자의 이야기가 시작된다.,다큐멘터리,한국,2021
"그 겨울, 나는",https://pedia.watcha.com/ko-KR/contents/mW42JnR,"스물아홉 동갑내기 커플 ‘경학’과 ‘혜진’은 내일을 위해 뜨겁게 공부하고, 오늘을 위해 열심히 사랑한다. 하지만 ‘혜진’이 먼저 취업을 하게 되자 점점 서로의 ‘내일’과 ‘오늘’이 변하기 시작한다. 설상가상 ‘경학’이 엄마의 빚을 떠안으며 공부도 사랑도 위기를 맞게 되는데… 사랑조차 피곤했던 그 겨울, 우리는 서로에게 얼마나 솔직했을까?",로맨스,한국,2021
우리 손자 베스트,https://pedia.watcha.com/ko-KR/contents/mOAZj0Z,집을 나와 고시촌을 전전하는 ´키보드 워리어´ 교환과 평생 좌파척결을 외쳐온 ´애국노인´ 정수는 우연한 계기로 얽혀 할아버지와 손자처럼 가까워진다. 각자의 마지막 거사를 준비하는 두 사람의 파국을 그리는 블랙코미디.,드라마/코미디,한국,2016
노후 대책 없다,https://pedia.watcha.com/ko-KR/contents/mWqJqQr,"펑크란 무엇이고, 펑크로서 살아가는 것은 무엇일까? “펑크가 뭐냐면 무지하게 화가 나서 그걸 발산하는 음악이지”, “굉장히 과잉되어 있고, 시끄러워도 더 시끄럽고, 빨라도 더 빠르고, 미쳐도 더 미치고, 발광해도 더 발광하고” 서울의 펑크 밴드 ‘스컴레이드’와 ‘파인더스팟’은 도쿄에서 역대 최대 규모로 개최되는 하드코어 펑크 음악 페스티벌에 초대된다. 현재 아시아에서 가장 활발히 활동하는 가장 시끄러운 펑크 밴드들이 어떤 생각으로 살아가고 어떤 메시지를 전달하는지, 알 사람은 이미 다 알지만 모를 사람들은 평생 모를 것들을 가까이에서 유쾌하게 그려낸다.",다큐멘터리,한국,2016
소통과 거짓말,https://pedia.watcha.com/ko-KR/contents/m5nQj4k,"상상을 초월하는, 이해할 수 없는 행동을 하는 여자와 남자가 주인공이다. 둘의 행동은 경악할만한 것이지만 영화는 그것을 단순한 구경거리로 만들지 않는다. 오직 이 남녀만 가능했던 소통이 무너질 때 영화는 묘한 슬픔을 불러일으킨다. [2015 서울독립영화제] [2015 부산국제영화제]",드라마/로맨스,한국,2015
촌철살인,https://pedia.watcha.com/ko-KR/contents/m45nMYd,"네 이웃의 커트라인 <라인> 타자기와 책상, 의자 그리고 화분 하나만 있는 그의 방이야말로 작업하기에는 최고의 장소! 그가 글쓰기에 전념하고 있던 어느 날, 옆집 이웃이 넘지 말아야 할 선을 넘고 말았다. 엄친아 리차드는 런던에 없었다? <런던유학생 리차드> 세무공무원 수험생 동석은 아르바이트로 출근한 세무사무실에서 런던 비즈니스 스쿨(LBS)을 졸업하고, 한국에 잠깐 들어와 돈 좀 벌려고 일하는 리차드를 만난다. 그 동안의 작업 노하우를 동석에게 아낌없이 알려주는 리차드, 해외파인 덕에 사무장님의 사랑을 독차지 한다. 하지만 동석, 뭔가 계속 리차드가 꺼림칙한데… 그들만의 해피엔딩 러브스토리 <백년해로외전> 1월 17일 새벽 3시, 차경은 죽었다. 6월 17일 새벽 3시, 혁근은 아직도 여자친구 차경을 기다리고 있다. 사람들은 절대 ‘괜찮지 않은’ 혁근에게 매번 ‘괜찮냐?’고 안부를 묻는다. 여전히 잠도 제대로 이루지 못하는, 여전히 ‘괜찮지 않은’ 혁근에게 어느 날 차경이 나타났다. 즐거운 나의 집 <유숙자> 예니는 혼자 산다…고 본인은 그렇게 믿고 있다. 하지만, 혼자 쓰는 치약은 너무 빨리 닳아 없어지고, 사라졌던 스카프가 갑자기 나타나더니, 뜨다 만 목도리 길이도 알아서 혼자 길어진 것 같다. 도대체 예니의 집에서는 무슨 일이 일어나고 있는 것일까?",드라마,한국,2011
사회인,https://pedia.watcha.com/ko-KR/contents/m5x1JVb,"오늘도 취업을 준비하는 취준생, 회사 구조조정에서 희망퇴직을 강요 받는 회사원, 전직 야구선수 출신, 열심히 돈 벌어 힘들게 사업을 시작했지만 쉽지만은 않은 사장님, 기러기 아빠가 될 위기에 봉착한 중년의 부장님, 하루하루가 힘들지만, 우리 인생의 4번타자가 되기 위해 오늘도 열심히 달려간다. 야구도, 인생도 끝날 때까지 끝난 게 아니니까.",드라마,한국,2019
앨리스 죽이기,https://pedia.watcha.com/ko-KR/contents/mOk6ogp,"재미동포 신은미 씨는 우연한 기회에 북한을 여행하고, 그곳에서 느낀 감동과 충격을 담은 사사로운 북한 여행기를 쓴다. 그 여행기는 출간되어 남한에서 크게 주목받고, 북 콘서트까지 열린다. 하지만 “대동강 맥주가 맛있었다“는 그녀의 말 한마디가 ‘북한 고무찬양’으로 매도되어 점점 더 빨갛게 덧씌워지는데… 말 한마디로 대한민국을 발칵 뒤집은 2014년 희대의 레드 스캔들을 만난다.",다큐멘터리,한국,2017
압꾸정,https://pedia.watcha.com/ko-KR/contents/md6l9jg,"“나한테 죽이는 아이디어가 있어. 대한민국에서 한 번도 시도 안 했던 거” 샘솟는 사업 아이디어와 타고난 말빨의 압구정 토박이 ‘대국’(마동석)은 한때 잘나가던 실력 TOP 성형외과 의사 ‘지우’(정경호)를 만나게 된다. 재기를 꿈꾸는 그의 욕심과 잠재력을 한눈에 알아본 ‘대국’은 일생일대의 사업 수완을 발휘할 때가 왔음을 본능적으로 직감한다. ‘대국’은 남다른 추진력으로 ‘지우’의 실력, 압구정 인싸 ‘미정’(오나라)의 정보력, 압구정 큰 손 ‘태천’(최병모)의 자본, 그리고 압구정 황금줄 ‘규옥’(오연서)의 인맥을 한데 모아 압구정을 대표하는 성형외과를 넘어, 아시아를 대표하는 뷰.티.도.시.를 꿈꾸는데… “형이 싹 다 꾸며 줄게. 뭔 말인지 알지?”",코미디/드라마,한국,2022
